NEIGHBORHOOD,BOROUGH,BUILDING_CLASS_CATEGORY,MIN_SALE_PRICE_2017_2018,MAX_SALE_PRICE_2017_2018,AVERAGE_SALE_PRICE_2017_2018,NUMBER_OF_SALES
Far Rockaway,QUEENS,Three_Family,220000.0,1132838.0,456704.39024390245,41
Far Rockaway,QUEENS,Two_Family,106470.0,910000.0,449323.7425742574,101
Floral Park,QUEENS,Coop_Walkup,184000.0,271000.0,217200.0,15
Floral Park,QUEENS,One_Family,200000.0,1175000.0,637852.7699115045,113
Floral Park,QUEENS,Three_Family,980000.0,980000.0,980000.0,2
Floral Park,QUEENS,Two_Family,600000.0,1180000.0,819100.0,5
Flushing,QUEENS,Condo_Elevator,202800.0,2.5E7,850878.4670050761,985
Flushing,QUEENS,Condo_Walkup,155000.0,659000.0,443716.8292682927,41
Flushing,QUEENS,Coop_Elevator,113000.0,611800.0,268795.2039800995,402
Flushing,QUEENS,Coop_Walkup,120000.0,498000.0,237535.96825396825,189
Flushing,QUEENS,One_Family,162500.0,2200000.0,872460.4580838323,668
Flushing,QUEENS,Three_Family,290000.0,2138000.0,1236349.3870967743,62
Flushing,QUEENS,Two_Family,250000.0,2500000.0,1094324.5355648536,239
Flushing Meadows Corona Park,QUEENS,Condo_Elevator,390000.0,509804.0,449902.0,2
Flushing Meadows Corona Park,QUEENS,Coop_Elevator,187000.0,415000.0,294426.5,8
Flushing Meadows Corona Park,QUEENS,Three_Family,700000.0,700000.0,700000.0,1
Forest Hills,QUEENS,Condo_Elevator,300000.0,1680112.0,611251.3278688524,61
Forest Hills,QUEENS,Condo_Walkup,560000.0,1070000.0,743954.6666666666,9
Forest Hills,QUEENS,Coop_Elevator,116619.0,1638314.0,363331.9316888045,527
Forest Hills,QUEENS,Coop_Walkup,170000.0,850000.0,320770.8333333333,24
Forest Hills,QUEENS,One_Family,222500.0,2655000.0,1241100.0229007634,131
Forest Hills,QUEENS,Three_Family,325000.0,375000.0,350000.0,2
Forest Hills,QUEENS,Two_Family,240000.0,2156000.0,1128455.5555555555,27
Fresh Meadows,QUEENS,Coop_Walkup,145000.0,347000.0,207994.4,20
Fresh Meadows,QUEENS,One_Family,250000.0,1350000.0,883695.7936507936,63
Fresh Meadows,QUEENS,Two_Family,730000.0,1800000.0,1093333.3333333333,9
Glen Oaks,QUEENS,Coop_Elevator,110000.0,1200000.0,553468.7256637168,113
Glen Oaks,QUEENS,Coop_Walkup,133000.0,535000.0,253540.48965517242,145
Glen Oaks,QUEENS,One_Family,270000.0,1132000.0,619703.7037037037,27
Glen Oaks,QUEENS,Two_Family,540000.0,980000.0,715833.3333333334,6
Glendale,QUEENS,Condo_Elevator,425000.0,425000.0,425000.0,1
Glendale,QUEENS,Condo_Walkup,209410.0,425000.0,317205.0,2
Glendale,QUEENS,Coop_Elevator,130000.0,419000.0,228681.81818181818,44
Glendale,QUEENS,One_Family,180000.0,1350000.0,641640.9120879121,91
Glendale,QUEENS,Three_Family,585000.0,1200000.0,925769.2307692308,13
Glendale,QUEENS,Two_Family,322000.0,1600000.0,790921.1313131313,99
Hollis,QUEENS,Coop_Elevator,145000.0,145000.0,145000.0,1
Hollis,QUEENS,One_Family,105000.0,945000.0,444656.09633027524,218
Hollis,QUEENS,Three_Family,435000.0,720000.0,612833.3333333334,6
Hollis,QUEENS,Two_Family,260000.0,959000.0,545862.723076923,65
Hollis Hills,QUEENS,Coop_Elevator,120000.0,355000.0,263210.0,20
Hollis Hills,QUEENS,One_Family,350000.0,1268000.0,904287.0967741936,31
Holliswood,QUEENS,Coop_Elevator,105000.0,198000.0,145090.9090909091,33
Holliswood,QUEENS,Coop_Walkup,155000.0,220000.0,181416.66666666666,18
Holliswood,QUEENS,One_Family,560000.0,1350000.0,864963.3333333334,30
Holliswood,QUEENS,Two_Family,988800.0,1150000.0,1069400.0,2
Howard Beach,QUEENS,Condo_Elevator,105000.0,415889.0,244462.8780487805,41
Howard Beach,QUEENS,Condo_Walkup,140000.0,210000.0,169445.0,6
Howard Beach,QUEENS,Coop_Elevator,110000.0,309900.0,188698.37878787878,66
Howard Beach,QUEENS,Coop_Walkup,110000.0,268000.0,185640.35087719298,57
Howard Beach,QUEENS,One_Family,105000.0,1300000.0,573298.9125,160
Howard Beach,QUEENS,Three_Family,210000.0,978800.0,735828.5714285715,7
Howard Beach,QUEENS,Two_Family,188333.0,900000.0,686379.0784313725,51
Jackson Heights,QUEENS,Condo_Elevator,173000.0,1050000.0,487426.0238095238,42
Jackson Heights,QUEENS,Condo_Walkup,315000.0,569000.0,399750.0,28
Jackson Heights,QUEENS,Coop_Elevator,103000.0,2400000.0,346451.5348189415,359
Jackson Heights,QUEENS,Coop_Walkup,105000.0,940000.0,502603.26086956525,46
Jackson Heights,QUEENS,One_Family,180000.0,1790000.0,769952.472972973,74
Jackson Heights,QUEENS,Three_Family,510000.0,1775000.0,1085880.4594594594,37
Jackson Heights,QUEENS,Two_Family,190000.0,1320000.0,848036.3367346938,98
Jamaica,QUEENS,Condo_Elevator,310000.0,615000.0,421333.3333333333,6
Jamaica,QUEENS,Condo_Walkup,405600.0,405600.0,405600.0,1
Jamaica,QUEENS,Coop_Elevator,105000.0,300000.0,153937.4,45
Jamaica,QUEENS,One_Family,105000.0,880000.0,379630.5,594
Jamaica,QUEENS,Three_Family,250000.0,998500.0,641158.09375,32
Jamaica,QUEENS,Two_Family,140000.0,5700000.0,583978.492917847,353
Jamaica Bay,QUEENS,One_Family,110000.0,533000.0,271366.4285714286,7
Jamaica Bay,QUEENS,Two_Family,315000.0,599999.0,457499.5,2
Jamaica Estates,QUEENS,Condo_Elevator,260000.0,425880.0,328626.6666666667,3
Jamaica Estates,QUEENS,Coop_Elevator,140000.0,202500.0,174350.0,4
Jamaica Estates,QUEENS,One_Family,150000.0,3475000.0,1101235.282051282,78
Jamaica Estates,QUEENS,Three_Family,1260000.0,1430000.0,1363333.3333333333,3
Jamaica Estates,QUEENS,Two_Family,750000.0,1275000.0,1006666.6666666666,3
Jamaica Hills,QUEENS,Coop_Elevator,116610.0,235000.0,157415.33333333334,9
Jamaica Hills,QUEENS,One_Family,280000.0,1120000.0,647667.2142857143,28
Jamaica Hills,QUEENS,Three_Family,875000.0,1250000.0,1068000.0,5
Jamaica Hills,QUEENS,Two_Family,399000.0,971000.0,819980.380952381,21
Kew Gardens,QUEENS,Condo_Elevator,220000.0,815000.0,440466.84210526315,19
Kew Gardens,QUEENS,Condo_Walkup,273000.0,545000.0,351500.0,4
Kew Gardens,QUEENS,Coop_Elevator,110000.0,570000.0,259116.67142857143,140
Kew Gardens,QUEENS,Coop_Walkup,285000.0,285000.0,285000.0,1
Kew Gardens,QUEENS,One_Family,348700.0,1500000.0,880431.1612903225,31
Kew Gardens,QUEENS,Three_Family,690000.0,1201888.0,910977.6,5
Kew Gardens,QUEENS,Two_Family,165000.0,1800000.0,1038436.25,16
LaGuardia Airport,QUEENS,One_Family,600000.0,792000.0,694400.0,5
LaGuardia Airport,QUEENS,Three_Family,970000.0,970000.0,970000.0,1
Laurelton,QUEENS,Coop_Walkup,109000.0,180000.0,132879.6875,16
Laurelton,QUEENS,One_Family,150000.0,850000.0,434139.3387978142,183
Laurelton,QUEENS,Three_Family,200000.0,612000.0,406000.0,2
Laurelton,QUEENS,Two_Family,144000.0,901151.0,558270.1458333334,48
Little Neck,QUEENS,Coop_Elevator,133000.0,418000.0,206500.0,18
Little Neck,QUEENS,Coop_Walkup,143000.0,380000.0,253280.44871794872,78
Little Neck,QUEENS,One_Family,140000.0,1800000.0,944373.0563380282,71
Little Neck,QUEENS,Three_Family,975000.0,1319000.0,1147000.0,2
Little Neck,QUEENS,Two_Family,790000.0,1480000.0,1115913.5263157894,19
Long Island City,QUEENS,Condo_Elevator,424500.0,2751525.0,1052268.3916913946,337
Long Island City,QUEENS,Condo_Walkup,930000.0,1447000.0,1188500.0,2
Long Island City,QUEENS,Coop_Elevator,365000.0,1065000.0,610224.1379310344,29
Long Island City,QUEENS,One_Family,360000.0,1500000.0,948000.0,5
Long Island City,QUEENS,Three_Family,450000.0,6800000.0,2491449.9,10
Long Island City,QUEENS,Two_Family,280000.0,4000000.0,1457185.5454545454,22
Maspeth,QUEENS,Coop_Elevator,190000.0,350000.0,265794.4,20
Maspeth,QUEENS,One_Family,300000.0,1085000.0,666824.025974026,77
Maspeth,QUEENS,Three_Family,220000.0,1741207.0,1110711.4285714286,21
Maspeth,QUEENS,Two_Family,145000.0,1390000.0,771090.4444444445,108
Middle Village,QUEENS,Condo_Elevator,273780.0,580000.0,459296.6666666667,6
Middle Village,QUEENS,Condo_Walkup,450000.0,572250.0,511125.0,2
Middle Village,QUEENS,Coop_Elevator,175000.0,178000.0,177000.0,3
Middle Village,QUEENS,One_Family,180433.0,1200000.0,724424.1690140845,142
Middle Village,QUEENS,Three_Family,675000.0,1600000.0,1138071.4285714286,14
Middle Village,QUEENS,Two_Family,262641.0,1475000.0,873051.4382022471,89
Neponsit,QUEENS,One_Family,534710.0,2435000.0,1142042.2222222222,18
Ozone Park,QUEENS,Condo_Walkup,150000.0,150000.0,150000.0,1
Ozone Park,QUEENS,One_Family,142500.0,820000.0,458326.048,125
Ozone Park,QUEENS,Three_Family,250000.0,1200000.0,780486.8421052631,19
Ozone Park,QUEENS,Two_Family,110000.0,995000.0,609339.6416184971,173
Queens Village,QUEENS,Coop_Elevator,155618.0,155618.0,155618.0,1
Queens Village,QUEENS,Coop_Walkup,140000.0,250000.0,185825.92156862744,51
Queens Village,QUEENS,One_Family,110000.0,1550000.0,466567.3116438356,292
Queens Village,QUEENS,Three_Family,560000.0,995000.0,830900.0,5
Queens Village,QUEENS,Two_Family,170000.0,985000.0,570602.2153846154,65
Rego Park,QUEENS,Condo_Elevator,221052.0,926607.0,514136.23287671234,73
Rego Park,QUEENS,Coop_Elevator,120000.0,605000.0,299067.94852941175,272
Rego Park,QUEENS,Coop_Walkup,239999.0,239999.0,239999.0,1
Rego Park,QUEENS,One_Family,250000.0,1300000.0,849568.0961538461,52
Rego Park,QUEENS,Three_Family,570000.0,1620000.0,1251777.7777777778,9
Rego Park,QUEENS,Two_Family,102900.0,1776000.0,975730.0,30
Richmond Hill,QUEENS,Coop_Elevator,105000.0,165000.0,129250.0,4
Richmond Hill,QUEENS,One_Family,105000.0,1060000.0,486387.6875,192
Richmond Hill,QUEENS,Three_Family,190000.0,1130000.0,716548.7916666666,24
Richmond Hill,QUEENS,Two_Family,175000.0,1260000.0,618194.319047619,210
Ridgewood,QUEENS,Condo_Elevator,385320.0,565000.0,490683.21428571426,14
Ridgewood,QUEENS,Condo_Walkup,301105.0,855000.0,487574.6666666667,18
Ridgewood,QUEENS,One_Family,270000.0,1550000.0,739904.7619047619,21
Ridgewood,QUEENS,Three_Family,150000.0,1633000.0,1007582.0689655172,29
Ridgewood,QUEENS,Two_Family,219457.0,2150000.0,912973.904109589,73
Rockaway Park,QUEENS,Condo_Elevator,320000.0,764529.0,520147.0,7
Rockaway Park,QUEENS,Condo_Walkup,300000.0,634000.0,469000.0,9
Rockaway Park,QUEENS,Coop_Elevator,105000.0,335000.0,204541.66666666666,12
Rockaway Park,QUEENS,One_Family,108000.0,800000.0,400900.0,10
Rockaway Park,QUEENS,Three_Family,350000.0,715000.0,590000.0,4
Rockaway Park,QUEENS,Two_Family,225000.0,890000.0,602156.25,16
Rosedale,QUEENS,One_Family,165000.0,860000.0,438615.92617449665,149
Rosedale,QUEENS,Three_Family,450000.0,750000.0,549750.0,4
Rosedale,QUEENS,Two_Family,162500.0,1032349.0,602345.9357142857,140
South Ozone Park,QUEENS,Condo_Walkup,179000.0,179000.0,179000.0,1
South Ozone Park,QUEENS,One_Family,136000.0,1175000.0,477380.7456896552,232
South Ozone Park,QUEENS,Three_Family,225000.0,895000.0,576583.3333333334,12
South Ozone Park,QUEENS,Two_Family,150000.0,999000.0,544062.7814569536,151
Springfield Gardens,QUEENS,One_Family,145000.0,890000.0,412733.50214592274,233
Springfield Gardens,QUEENS,Three_Family,600000.0,900000.0,716666.6666666666,3
Springfield Gardens,QUEENS,Two_Family,125000.0,880786.0,559585.6466165413,133
St. Albans,QUEENS,One_Family,130000.0,850000.0,404820.4213649852,337
St. Albans,QUEENS,Three_Family,325000.0,815000.0,570000.0,2
St. Albans,QUEENS,Two_Family,150000.0,1181543.0,501750.14851485146,101
Sunnyside,QUEENS,Condo_Elevator,295000.0,598500.0,475812.5,16
Sunnyside,QUEENS,Coop_Elevator,140000.0,665000.0,325226.41891891893,74
Sunnyside,QUEENS,Coop_Walkup,320000.0,680000.0,444000.0,6
Sunnyside,QUEENS,One_Family,200000.0,1458800.0,839916.6666666666,15
Sunnyside,QUEENS,Three_Family,876000.0,1900000.0,1367277.6666666667,9
Sunnyside,QUEENS,Two_Family,362500.0,1628000.0,1020226.9696969697,33
Whitestone,QUEENS,Condo_Walkup,415000.0,540000.0,471642.6,5
Whitestone,QUEENS,Coop_Elevator,232000.0,232000.0,232000.0,1
Whitestone,QUEENS,Coop_Walkup,145000.0,387000.0,246748.23529411765,68
Whitestone,QUEENS,One_Family,126838.0,5500000.0,965130.754491018,167
Whitestone,QUEENS,Three_Family,990000.0,1400000.0,1184250.0,4
Whitestone,QUEENS,Two_Family,162956.0,1820631.0,1121610.725,40
Woodhaven,QUEENS,Condo_Walkup,255000.0,420000.0,351375.0,8
Woodhaven,QUEENS,One_Family,225000.0,875000.0,516109.73913043475,138
Woodhaven,QUEENS,Three_Family,350000.0,1100000.0,725187.5,16
Woodhaven,QUEENS,Two_Family,152000.0,1350000.0,684046.1370967742,124
Woodside,QUEENS,Condo_Elevator,388000.0,870000.0,606343.4210526316,19
Woodside,QUEENS,Condo_Walkup,283920.0,702592.0,461956.7727272727,22
Woodside,QUEENS,Coop_Elevator,125900.0,720000.0,342107.77536231885,138
Woodside,QUEENS,Coop_Walkup,265000.0,440000.0,344750.0,8
Woodside,QUEENS,One_Family,368000.0,998000.0,685241.1176470588,17
Woodside,QUEENS,Three_Family,300000.0,1620000.0,1043928.5714285715,14
Woodside,QUEENS,Two_Family,340000.0,1550000.0,945994.0789473684,38
Arden Heights,STATEN ISLAND,One_Family,157170.0,1075000.0,401837.8743718593,199
Arden Heights,STATEN ISLAND,Two_Family,282000.0,950000.0,612837.125,24
Arrochar,STATEN ISLAND,One_Family,370500.0,992000.0,555281.5238095238,21
Arrochar,STATEN ISLAND,Two_Family,200000.0,1150000.0,594857.1428571428,7
Bay Terrace,STATEN ISLAND,Coop_Walkup,115000.0,175000.0,128925.0,8
Bay Terrace,STATEN ISLAND,One_Family,200000.0,715000.0,514466.36,25
Bay Terrace,STATEN ISLAND,Two_Family,300000.0,830000.0,696800.0,15
Bull's Head,STATEN ISLAND,One_Family,150000.0,895000.0,449686.90265486727,113
Bull's Head,STATEN ISLAND,Three_Family,696000.0,696000.0,696000.0,1
Bull's Head,STATEN ISLAND,Two_Family,172545.0,884859.0,597487.6363636364,66
Castleton Corners,STATEN ISLAND,One_Family,110000.0,945954.0,531550.119047619,84
Castleton Corners,STATEN ISLAND,Two_Family,275000.0,1150000.0,616000.0,23
Charleston,STATEN ISLAND,One_Family,400000.0,680000.0,562847.0476190476,21
Charleston,STATEN ISLAND,Two_Family,119500.0,643000.0,461500.0,3
Clifton,STATEN ISLAND,One_Family,255000.0,570000.0,413070.8,30
Clifton,STATEN ISLAND,Two_Family,410670.0,840056.0,612079.5,4
Concord,STATEN ISLAND,One_Family,170000.0,550000.0,351112.21428571426,56
Concord,STATEN ISLAND,Two_Family,160000.0,655000.0,407230.76923076925,13
Dongan Hills,STATEN ISLAND,Condo_Walkup,160000.0,280000.0,207000.0,5
Dongan Hills,STATEN ISLAND,Coop_Elevator,160000.0,230000.0,205000.0,3
Dongan Hills,STATEN ISLAND,One_Family,250000.0,1164000.0,614602.6578947369,38
Dongan Hills,STATEN ISLAND,Three_Family,742000.0,742000.0,742000.0,1
Dongan Hills,STATEN ISLAND,Two_Family,493000.0,987702.0,743439.2380952381,21
Eltingville,STATEN ISLAND,One_Family,168333.0,1185000.0,517844.7631578947,190
Eltingville,STATEN ISLAND,Two_Family,318000.0,931800.0,668223.6666666666,48
Emerson Hill,STATEN ISLAND,One_Family,580000.0,1350000.0,987367.5,12
Emerson Hill,STATEN ISLAND,Two_Family,120000.0,517000.0,318500.0,2
Freshkills Park,STATEN ISLAND,One_Family,328536.0,328536.0,328536.0,1
Grant City,STATEN ISLAND,Condo_Elevator,125000.0,345000.0,243584.55,40
Grant City,STATEN ISLAND,Coop_Walkup,142000.0,155900.0,149300.0,3
Grant City,STATEN ISLAND,One_Family,148000.0,880000.0,525150.7692307692,39
Grant City,STATEN ISLAND,Two_Family,475000.0,946972.0,723885.8333333334,24
Great Kills,STATEN ISLAND,Condo_Elevator,345000.0,439000.0,404857.14285714284,7
Great Kills,STATEN ISLAND,Condo_Walkup,169338.0,295000.0,228826.0,13
Great Kills,STATEN ISLAND,Coop_Walkup,170000.0,170000.0,170000.0,2
Great Kills,STATEN ISLAND,One_Family,105553.0,1200000.0,508936.8582474227,388
Great Kills,STATEN ISLAND,Three_Family,578671.0,578671.0,578671.0,1
Great Kills,STATEN ISLAND,Two_Family,200000.0,1050000.0,641037.9787234042,94
Grymes Hill,STATEN ISLAND,Condo_Elevator,170000.0,345000.0,269200.0,10
Grymes Hill,STATEN ISLAND,Coop_Walkup,128000.0,210000.0,167785.7142857143,14
Grymes Hill,STATEN ISLAND,One_Family,135000.0,1200000.0,683834.4137931034,29
Grymes Hill,STATEN ISLAND,Two_Family,298485.0,765000.0,498371.25,4
Huguenot,STATEN ISLAND,One_Family,239000.0,1700000.0,684982.4655172414,58
Huguenot,STATEN ISLAND,Two_Family,195000.0,1160805.0,815924.9743589744,39
Lighthouse Hill,STATEN ISLAND,One_Family,650000.0,1020800.0,803950.0,4
Mariners Harbor,STATEN ISLAND,One_Family,120000.0,800000.0,346028.7102803738,107
Mariners Harbor,STATEN ISLAND,Three_Family,300000.0,380000.0,340000.0,2
Mariners Harbor,STATEN ISLAND,Two_Family,225000.0,738117.0,416367.625,48
Midland Beach,STATEN ISLAND,One_Family,100700.0,689000.0,438637.3594771242,153
Midland Beach,STATEN ISLAND,Three_Family,247000.0,515828.0,381414.0,2
Midland Beach,STATEN ISLAND,Two_Family,106958.0,888000.0,649690.6538461539,26
New Brighton,STATEN ISLAND,Coop_Elevator,200000.0,347500.0,291933.3333333333,9
New Brighton,STATEN ISLAND,One_Family,180000.0,1150000.0,409625.5740740741,54
New Brighton,STATEN ISLAND,Three_Family,130000.0,730000.0,467500.0,10
New Brighton,STATEN ISLAND,Two_Family,160000.0,955000.0,470671.1612903226,62
New Dorp,STATEN ISLAND,Coop_Walkup,257000.0,288000.0,271333.3333333333,3
New Dorp,STATEN ISLAND,One_Family,262500.0,936696.0,546028.3974358974,78
New Dorp,STATEN ISLAND,Two_Family,170000.0,950000.0,616127.75,36
New Dorp Beach,STATEN ISLAND,One_Family,111300.0,618077.0,383392.6857142857,70
New Dorp Beach,STATEN ISLAND,Two_Family,200000.0,660000.0,506615.7272727273,11
New Springville,STATEN ISLAND,Condo_Elevator,120000.0,350000.0,267832.4324324324,37
New Springville,STATEN ISLAND,Condo_Walkup,120000.0,8500000.0,816278.5714285715,14
New Springville,STATEN ISLAND,One_Family,142000.0,753500.0,512213.875,104
New Springville,STATEN ISLAND,Three_Family,737000.0,737000.0,737000.0,1
New Springville,STATEN ISLAND,Two_Family,300000.0,1900000.0,705207.3859649122,57
Oakwood,STATEN ISLAND,One_Family,190000.0,970000.0,581370.7,30
Oakwood,STATEN ISLAND,Two_Family,107500.0,990000.0,607233.3333333334,6
Pleasant Plains,STATEN ISLAND,One_Family,310000.0,1670000.0,657320.0,24
Pleasant Plains,STATEN ISLAND,Two_Family,500000.0,1325000.0,878987.1428571428,14
Port Ivory,STATEN ISLAND,One_Family,150000.0,435000.0,292308.3181818182,22
Port Ivory,STATEN ISLAND,Two_Family,357000.0,565110.0,448174.28571428574,7
Port Richmond,STATEN ISLAND,One_Family,110000.0,578000.0,340880.21428571426,84
Port Richmond,STATEN ISLAND,Two_Family,107000.0,760000.0,396483.5714285714,70
Prince's Bay,STATEN ISLAND,One_Family,375000.0,1375000.0,690062.0163934426,61
Prince's Bay,STATEN ISLAND,Two_Family,150000.0,1140000.0,684520.7619047619,42
Richmondtown,STATEN ISLAND,One_Family,350000.0,1700000.0,785458.5769230769,52
Richmondtown,STATEN ISLAND,Two_Family,245000.0,720000.0,587600.0,5
Rosebank,STATEN ISLAND,Condo_Elevator,422000.0,780000.0,607400.0,5
Rosebank,STATEN ISLAND,Condo_Walkup,234000.0,325000.0,280687.5,8
Rosebank,STATEN ISLAND,Coop_Walkup,115000.0,342000.0,210650.0,10
Rosebank,STATEN ISLAND,One_Family,155000.0,970000.0,497191.4166666667,60
Rosebank,STATEN ISLAND,Three_Family,380250.0,950000.0,611093.4,5
Rosebank,STATEN ISLAND,Two_Family,190000.0,904206.0,593479.3448275862,29
Rossville,STATEN ISLAND,One_Family,245000.0,1055000.0,484657.07272727275,55
Rossville,STATEN ISLAND,Two_Family,520000.0,1370000.0,821866.1935483871,31
Shore Acres,STATEN ISLAND,Condo_Elevator,190000.0,280000.0,245333.33333333334,3
Shore Acres,STATEN ISLAND,Coop_Elevator,230000.0,382000.0,306000.0,2
Shore Acres,STATEN ISLAND,One_Family,150000.0,755000.0,506400.0,5
Shore Acres,STATEN ISLAND,Two_Family,250000.0,855000.0,568000.0,3
Silver Lake,STATEN ISLAND,Condo_Elevator,165000.0,290000.0,240270.0,5
Silver Lake,STATEN ISLAND,One_Family,354900.0,995000.0,615637.5,28
Silver Lake,STATEN ISLAND,Three_Family,699900.0,699900.0,699900.0,1
Silver Lake,STATEN ISLAND,Two_Family,300000.0,734000.0,567800.0,5
South Beach,STATEN ISLAND,One_Family,138800.0,940000.0,494392.462962963,108
South Beach,STATEN ISLAND,Two_Family,302232.0,900000.0,620853.925,40
St. George,STATEN ISLAND,Condo_Elevator,257500.0,950000.0,619700.0,15
St. George,STATEN ISLAND,Coop_Elevator,125000.0,700000.0,319500.0,8
Stapleton,STATEN ISLAND,One_Family,135000.0,595882.0,326632.0263157895,38
Stapleton,STATEN ISLAND,Three_Family,481650.0,499000.0,490325.0,2
Stapleton,STATEN ISLAND,Two_Family,150000.0,685000.0,363077.77777777775,9
Sunnyside,STATEN ISLAND,Condo_Elevator,299000.0,365000.0,326000.0,4
Sunnyside,STATEN ISLAND,One_Family,300000.0,1188000.0,589303.5714285715,21
Sunnyside,STATEN ISLAND,Two_Family,470000.0,885000.0,644625.0,8
Todt Hill,STATEN ISLAND,One_Family,750000.0,2600000.0,1344456.896551724,29
Tompkinsville,STATEN ISLAND,Condo_Elevator,185000.0,315500.0,245083.33333333334,6
Tompkinsville,STATEN ISLAND,One_Family,229000.0,1130000.0,563726.6666666666,15
Tompkinsville,STATEN ISLAND,Two_Family,250000.0,550000.0,366728.5714285714,7
Tottenville,STATEN ISLAND,One_Family,111300.0,1.19E7,710891.41,100
Tottenville,STATEN ISLAND,Two_Family,317000.0,1380000.0,791008.3265306122,49
West Brighton,STATEN ISLAND,Condo_Elevator,155000.0,220000.0,182333.33333333334,3
West Brighton,STATEN ISLAND,Coop_Walkup,127000.0,170000.0,150666.66666666666,3
West Brighton,STATEN ISLAND,One_Family,110000.0,915000.0,416968.81415929203,113
West Brighton,STATEN ISLAND,Three_Family,215000.0,785000.0,548750.0,4
West Brighton,STATEN ISLAND,Two_Family,115000.0,1500000.0,519218.6349206349,63
Westerleigh,STATEN ISLAND,One_Family,109000.0,999000.0,515509.7303370786,89
Westerleigh,STATEN ISLAND,Two_Family,199468.0,880000.0,661207.8181818182,44
Willowbrook,STATEN ISLAND,One_Family,253000.0,999999.0,581023.3378378379,74
Willowbrook,STATEN ISLAND,Two_Family,250000.0,995000.0,732188.8888888889,36
Woodrow,STATEN ISLAND,One_Family,162000.0,1300000.0,534716.0985915493,71
Woodrow,STATEN ISLAND,Two_Family,290500.0,1100000.0,677973.2058823529,34
